Id,Price
4567,160088.5034261633
5925,124167.03022297067
960,139831.7732309747
3848,170309.7948982018
746,175802.908714769
868,361730.4871472839
672,117160.50034501884
2471,200787.83049742028
4510,128669.4458654158
8354,240821.6951562094
6393,176355.50472008233
13270,230374.5578349402
5250,252445.44682072045
16751,169372.6704826608
11404,129195.03747986908
10588,323002.3869448116
14925,189942.88186056356
6791,237343.76038126732
16097,219712.18614570197
16428,357772.4438214915
6945,352167.83448748017
3190,188195.0313679757
15709,469970.9590035716
13155,179491.06509926272
7675,203841.72866798792
14686,228511.10244523504
609,171967.31801005264
11155,123236.63964332288
10869,209855.16301870375
15742,183899.35812784533
9245,185923.07806033775
3340,184733.29068192758
2359,268768.4084286427
8070,216140.35296665184
13707,132967.07607282547
16079,254482.97889140292
15937,243779.56771469154
14090,181588.61875265156
9008,217585.1745219085
16384,187120.94223307035
11657,255185.17819314383
13151,152492.68922830498
8990,187170.90565014965
11857,194006.10665537696
1565,167668.75006621293
8174,116599.2210876113
9247,224392.2822141603
10478,214808.1583377099
15509,148186.38552877694
8306,198131.2722678338
6642,188427.46416833566
7472,203065.74611892403
15989,137408.35738464605
13682,133075.01095915498
163,260333.37086590842
7076,173083.13412670695
7478,347390.0248567646
3029,191369.7423896404
1814,147470.70665604732
10057,145817.2541295057
15100,195324.1993082407
12694,237979.0008010961
6291,173723.3908144745
12603,199486.66823474268
3218,254106.49313127904
13456,130810.57342572909
10170,243462.81137552205
4530,143384.1703221378
13329,164160.16786957555
4820,139914.17732516478
10896,162223.90506851583
13416,112004.31780164696
2701,230695.06627727233
11265,318485.7033826552
9189,264172.5202189985
1858,181123.04842116454
14536,238184.13046321485
6199,266534.68721905176
14730,155053.7037035533
7510,272724.06128962024
15505,166288.53236175812
7446,186145.30581250452
14016,186286.7114965945
14113,115586.54599550407
8721,297399.02589556994
6193,291947.1047078022
5717,179253.42466029752
5427,290809.7831742259
9520,571898.1130393522
6869,102652.4988435278
1658,147422.69473538117
6639,220871.35384561121
6283,185521.64304253954
6257,126971.74950549526
15235,191201.8752848115
902,211836.697941871
8932,199951.55881082476
16469,312450.712669275
2825,256151.12636138086
6450,440955.4053550507
11366,181097.9552926455
3801,322950.3147905
11385,220075.0233692321
1079,204040.09972566352
3202,246406.242005248
676,212056.084394224
6185,263061.3638449498
7730,166336.28708805796
2573,181476.71516199253
10978,209873.5914057843
10962,252434.20711110413
8870,210414.6087878404
8496,179462.955846045
5517,174299.08554222411
927,186881.94993899754
13675,194605.00946476302
1499,226147.64462231184
15536,327272.7247750476
8602,342031.9851382032
12137,398973.27547356265
9865,254978.69285732618
16353,283322.0037673167
15908,227369.12572107292
3944,180795.45937352683
10359,206246.5489292752
15158,220054.75053725715
3259,268322.31964501267
7220,346041.16488079523
13843,210752.45700315814
16736,174767.4106964663
702,243509.6823170355
16401,98324.20985439805
12134,179563.2816190502
6918,203968.2380575254
11792,130822.30585125313
3798,139078.5332269953
10395,125782.71530538407
11099,120965.87033567757
7090,196913.07548430306
11260,198025.62123248118
9647,204253.86682483897
2903,363365.7653847819
2071,182951.01651157436
8604,195091.23242690024
9346,200628.16990564336
3945,214360.8861678096
3420,143818.1222234887
10842,128960.0455773028
725,159466.97410916744
13931,213754.3088127674
16330,224333.86650220008
9066,431898.4928867456
3326,317501.73681513936
1556,271612.90290675015
6579,101002.14061582867
13877,139823.05428212736
9857,319949.9187705062
7302,248760.66606313415
5684,181540.35174321075
6513,224587.9332346884
11342,117335.88799803065
16561,242484.81740967103
6885,176555.22219241346
9308,185606.96097153652
2559,160726.45840935086
6648,187380.7376694593
15260,168376.57872609491
5113,185105.59967119448
16492,202316.71307753975
12034,285006.37543092296
7248,182451.9392706852
2171,212182.85859525073
10594,155458.36997210482
13241,192891.1788670036
7032,145615.55470046948
4884,151796.69188852338
903,241658.97510487362
162,152523.86387137594
6566,223427.59290051172
8249,114131.34443724382
13106,201801.48425269077
256,121805.29148817278
7976,161402.6831069592
8575,174975.6667330155
7591,295146.6867832398
3204,255616.17334350117
15804,187090.51224098625
1525,279339.84854873637
9038,200747.84831999463
13628,192347.14510045215
10016,201960.3927141774
10208,246232.7120323294
2008,192772.14406860824
13029,191986.03419365778
5099,128129.69457849357
9923,293189.23398820276
9461,142754.61614672377
11086,154790.1081525421
15057,213868.24290032056
10689,175381.2892032429
2053,249081.63180657697
16630,166294.3449822845
4985,166302.40151202708
13881,230748.24294560787
13225,200265.5853598997
5779,67210.027045353
10262,189370.82900720404
10762,227759.24836618186
9513,193241.46280389716
11128,149783.17071744223
2074,306017.85285506654
933,202033.3643438792
2780,197406.70093633007
6594,111331.62679797412
15394,353347.1980239408
14863,150626.9939088194
6698,218322.65784010748
1611,297728.63141705235
174,191580.136594164
5160,217826.37118226074
3295,332318.9195927831
4559,362502.5138757883
8254,175387.59623996608
10228,103017.14022071152
13924,137147.3191739697
15341,250763.41399877716
4353,194831.82034588882
4334,67618.79175757799
1872,158499.81839884797
7823,179557.0826620224
310,149607.62201741224
3704,245928.63053344647
11615,216965.68455357998
6605,210132.34871997766
3381,191531.94401246653
2143,143720.0607822058
3191,254454.5982880513
13980,180987.6865470681
15613,167784.32364675694
10943,258389.91444232702
9654,148285.07435126996
16053,400379.41282519954
14931,216701.79500534694
8299,217762.93230169758
2147,170503.41148847516
11567,412722.78998541593
5905,135501.20844443177
11160,112068.177983153
8275,150125.212592976
16398,285187.9455244553
11229,194636.8620978106
10309,162987.09444593688
7340,274734.7858084974
7653,170860.604358182
272,174058.02538644214
9831,229797.2382919175
5016,146430.62822033878
5968,72253.69101799879
796,242562.15674368147
12123,130322.91319977045
16629,188710.83371399436
2637,171065.19776692454
6194,222691.77051953468
6216,425554.7774833139
14346,159097.19133365087
6428,132817.18720226365
2891,223247.89035550936
84,181172.41416036114
9260,181935.52108588323
15250,137398.34976215957
2348,202222.0262930669
10427,285493.2575221854
13230,254703.21183709227
1691,177738.28100144846
8803,128452.01020172154
5464,200412.28484890395
10559,117558.29443428079
16787,291347.6584972357
4278,160670.97257640044
6183,166875.41297163788
12775,165791.9626120743
10104,168248.7665638249
13663,185037.46844944687
9404,256152.45600250334
14724,213923.57152563453
10040,170521.28393308455
4646,194732.85333899886
4754,151794.39973037565
3310,220818.51582575252
2003,184412.22377886705
7312,255339.00481738977
10921,225252.0287309721
13419,280004.2001599012
10105,161891.84643244906
2196,352623.37698574684
12659,224936.72027546895
4380,230562.41701902018
10847,149506.2024706873
10805,291517.4230132258
8709,99559.98193266378
8319,174929.7597653608
2215,183969.19241877896
7000,205217.3040866027
7701,118627.98201396214
9678,192295.20883824368
14026,198581.24354111377
7971,173390.05281340386
13734,140503.76043982623
16483,190972.83672282737
6150,223544.7748156065
2931,262657.06377924164
5418,190439.7794504421
1662,569968.8799817536
2441,213975.152535013
669,138952.06953899824
7734,176407.57973720634
6010,247889.95157150645
266,141101.39691486268
632,143506.40980532076
16221,102382.11496801603
11832,177581.89204527962
5035,99669.32242183774
37,109449.77922375208
6168,185074.47142121432
11757,166622.79618399573
8086,118281.16461301637
6529,224957.42891007318
15121,192198.57873403197
13904,153933.22114361485
3711,182476.43587656572
16563,110877.65173037721
14494,170603.0620176003
3006,220523.53640371564
15299,133941.5562404298
92,284624.68193577655
8066,186322.31516725704
16071,212408.67069105516
10662,138027.08625638552
3883,236807.40742335934
5511,120226.90977641767
2821,257829.28874351084
9570,187966.22891499274
4326,252192.0983480784
9251,244135.68231553741
9031,205017.82311524183
12689,164912.67500657865
16380,260294.9954826836
1053,232007.1843670769
4568,186884.18005009778
16140,116673.52165245784
14356,406896.236145043
8466,178416.86662187485
15652,140100.4533433443
3285,120991.13302051034
3198,165221.48905012384
14088,454388.7771792646
2268,123319.36715345502
15472,192621.99176835254
1203,217916.87334263022
7157,331102.40611821716
6886,179164.24615169893
5083,240781.83169245053
7467,112519.0392781216
14068,213493.0129439547
2080,173814.36891770133
10865,156159.87453395754
13516,177575.09746504258
14150,212656.4535947602
7609,101478.21983758917
2144,267706.9507090239
10357,195761.51564031097
2396,236065.7878912408
1526,357112.30857959675
10890,232968.6857650021
8638,370993.4730784038
6050,260406.0846386324
7639,104743.12859626015
10544,187255.10533864584
9577,244930.98555399413
13195,210537.55048802757
3484,223861.60828351803
16668,384377.790891914
7171,176849.16971322178
8547,216350.92504059998
12735,207910.6511753647
9093,191424.74831811144
15323,316961.6623901237
14897,139554.86573989465
5135,136610.89250045986
5327,203167.74292980065
13133,254466.4792365045
1676,297696.61374703527
16296,284505.9850319797
1095,144057.88322405296
12528,158091.72672543692
7348,281509.7572866639
11663,164516.71896811738
1803,215652.1177408315
1510,230866.7334644454
16045,203574.5136526082
2900,144833.71228971344
3236,173054.14154814303
1318,251925.51755154776
14948,221858.7358000597
7840,266987.272717804
15325,185185.90297876674
8700,137236.8912838955
15706,195148.124009034
14449,213030.80424064994
16117,168222.45926225328
4529,187862.1085698072
11199,192012.35939941273
4052,376627.16987745545
821,214827.0449630018
68,275489.78566762723
554,111850.99901528639
452,199510.35131344319
11394,323670.3922123572
11393,181247.45180767853
9535,178290.1957188934
4024,185905.05700347267
10069,204459.28886646777
12007,154202.59853375633
12368,372636.6251165318
1259,347736.6872638756
1124,324582.83914306
3707,187986.33259084265
8767,165748.7297308111
1919,164396.7562012498
16741,157951.9028424997
6664,294513.7043778484
5688,365615.40572255576
7799,148755.42176726973
14843,372694.30390865984
7532,155056.7538871204
8133,166479.8555038133
6264,331183.1894084225
4125,157502.62933372988
2410,169799.66132199857
13607,199517.37302482236
1716,277777.7504858709
1370,131790.59407051565
2273,387271.68986525014
15298,325741.11843941244
4284,262214.8200532483
12303,144166.71002721193
7808,137659.35020681104
2203,151042.9419276271
7237,124076.53363964379
15864,152277.82111029548
2844,147279.53045897646
5729,164023.68916857353
11812,324348.40890848666
1779,141878.95635110728
6442,136441.12654159873
6160,210374.30780796948
8266,197941.52332638763
9903,159774.1110851634
2867,137908.95719061882
6998,178287.4504329689
13932,176968.84615538025
12587,167673.20447549844
3611,249205.2804032377
2646,281570.60528074636
1890,160479.26524208422
860,264282.8203437453
14187,211854.55845954406
12569,250160.04255104464
1276,89119.48559462454
12025,229271.6914516595
4890,280950.2517598822
14410,281480.0836567326
10352,251824.67120707085
11407,230835.6969309695
10384,172736.6050080535
7622,248157.23422605355
12578,161497.62836538532
15820,177502.80155949376
563,191532.14965823106
15226,173544.4995489875
6396,210900.77210083493
6247,145634.92248898637
3339,148473.99612220647
10975,255967.31343371954
7475,99781.2806213372
11129,215002.49794545598
3051,266238.06970135885
10232,251342.84738744854
14106,178187.103661714
5502,225179.52558847633
4558,72175.7739005247
4181,143862.78989813346
8426,129285.39408087899
6611,155463.6355438598
14641,138691.60781736058
15539,269633.5424307115
13119,146834.89501600474
11716,172749.69785457145
7316,247704.34697239444
7791,110772.3696689871
13034,280147.50983819197
1068,309030.5321602517
4060,164317.36848079474
10172,205591.76922220722
2591,197661.7881874667
12494,327033.0582836898
7828,263539.0154163453
15284,178533.9666776038
7947,166727.45230964292
16335,228460.6804318847
10234,329434.33906309336
2797,256238.25305126957
5341,245590.15938393172
3059,249094.68209462392
1559,67618.79175757799
15320,271182.71081485954
10284,362602.9859151241
4134,219017.85575606377
4481,239152.5948140515
7222,185214.654713256
4062,216171.75358638677
2192,195296.98636786488
9637,180459.4730448136
16236,170595.51413740727
4272,165274.49932995302
9406,282890.636010844
14309,239070.26985396462
1946,276695.3015094373
16235,242557.08938981776
7146,169647.14972177157
16784,222001.549802812
349,320239.19484799524
6251,168077.8058545758
5128,400093.4960771363
11718,188059.3194195801
16721,89324.0583737869
12517,166571.73496736932
15961,181619.39600228553
9428,155459.21318014318
14541,147658.18414214655
10168,110851.02481565587
11270,155751.06355262524
13210,202679.414807793
11518,163973.82843823062
12612,174262.58120608874
16352,120172.09131718441
9935,150254.49180477922
15521,373522.55461053585
11482,198113.12514066155
11443,159826.0945383691
9459,254232.1515342009
9218,173089.32661347438
854,136713.31898259046
5619,121555.09871185137
9208,190629.32553000658
4391,147837.08656672577
15207,158722.11732439348
7183,186737.61052195434
16442,222188.371358306
7936,90852.01080129783
